source,campaign,influencer_id,user_id,product,date,orders,revenue
YouTube,Campaign_16,95,user_1570,Protein Powder,11-07-2025,5,328.04
Instagram,Campaign_13,35,user_4014,Omega-3,07-07-2025,3,125.95
Instagram,Campaign_3,60,user_108,Multivitamin,02-02-2025,4,465.63
YouTube,Campaign_3,39,user_3835,Protein Powder,18-04-2025,5,376.87
YouTube,Campaign_14,46,user_3024,Protein Powder,12-02-2025,3,273.93
Instagram,Campaign_3,49,user_2490,Protein Powder,25-05-2025,5,66.62
Instagram,Campaign_8,60,user_4356,Kids Shake,01-06-2025,2,272.57
Instagram,Campaign_8,92,user_4670,Multivitamin,27-02-2025,5,219.29
Instagram,Campaign_4,91,user_4724,Omega-3,28-01-2025,4,357.22
Twitter,Campaign_14,23,user_853,Multivitamin,03-06-2025,5,212.75
Twitter,Campaign_11,7,user_1296,Kids Shake,20-04-2025,3,284.04
Instagram,Campaign_11,15,user_3046,Kids Shake,07-02-2025,4,416.55
YouTube,Campaign_11,12,user_4985,Multivitamin,25-02-2025,5,122.69
Instagram,Campaign_18,94,user_2082,Omega-3,26-03-2025,4,480.72
Instagram,Campaign_1,58,user_284,Omega-3,17-02-2025,1,268.45
Instagram,Campaign_10,58,user_54,Omega-3,24-05-2025,2,430.75
Instagram,Campaign_1,30,user_2261,Multivitamin,25-06-2025,1,240.98
Twitter,Campaign_5,45,user_1134,Omega-3,17-04-2025,5,139.93
Instagram,Campaign_9,58,user_2461,Protein Powder,23-02-2025,4,293.15
Twitter,Campaign_7,37,user_633,Omega-3,18-03-2025,2,254.37
Twitter,Campaign_19,2,user_782,Omega-3,10-07-2025,5,203.14
Instagram,Campaign_2,66,user_2740,Omega-3,30-03-2025,4,466.52
YouTube,Campaign_4,54,user_1858,Protein Powder,07-02-2025,4,45.98
Twitter,Campaign_17,23,user_338,Omega-3,03-03-2025,5,91.8
YouTube,Campaign_17,39,user_1809,Multivitamin,07-07-2025,4,486.1
Twitter,Campaign_20,22,user_4713,Protein Powder,24-05-2025,4,159.1
Instagram,Campaign_13,59,user_1213,Multivitamin,24-04-2025,1,248.41
Twitter,Campaign_2,5,user_4491,Kids Shake,13-05-2025,1,211.29
Twitter,Campaign_14,22,user_1069,Multivitamin,18-03-2025,5,115.09
YouTube,Campaign_13,73,user_4681,Multivitamin,26-02-2025,5,498.6
Twitter,Campaign_17,70,user_2018,Multivitamin,01-07-2025,3,392.85
Twitter,Campaign_11,48,user_4719,Protein Powder,21-06-2025,4,223.3
Instagram,Campaign_12,25,user_1561,Omega-3,22-04-2025,5,334.6
YouTube,Campaign_10,20,user_1387,Omega-3,12-02-2025,4,319.13
YouTube,Campaign_15,74,user_368,Multivitamin,29-05-2025,3,94.88
YouTube,Campaign_3,43,user_921,Protein Powder,18-05-2025,5,464.83
YouTube,Campaign_10,61,user_113,Omega-3,23-01-2025,1,166.46
Twitter,Campaign_16,37,user_187,Omega-3,27-05-2025,5,121.7
Instagram,Campaign_18,25,user_4287,Omega-3,01-03-2025,4,319.06
Twitter,Campaign_5,63,user_151,Kids Shake,20-02-2025,5,40.87
Twitter,Campaign_6,38,user_493,Omega-3,29-05-2025,5,150.22
Instagram,Campaign_15,96,user_69,Protein Powder,11-04-2025,3,338.23
Twitter,Campaign_12,7,user_884,Protein Powder,06-05-2025,4,130.96
YouTube,Campaign_13,78,user_4166,Protein Powder,30-04-2025,4,436.05
YouTube,Campaign_18,27,user_722,Multivitamin,30-05-2025,5,484.06
Instagram,Campaign_18,76,user_177,Protein Powder,17-05-2025,5,166.37
YouTube,Campaign_16,20,user_3223,Multivitamin,15-07-2025,3,348.47
YouTube,Campaign_12,29,user_2477,Multivitamin,13-03-2025,3,409.71
Twitter,Campaign_9,8,user_3172,Protein Powder,27-02-2025,3,128.28
Twitter,Campaign_11,98,user_3219,Multivitamin,27-06-2025,4,269.94
YouTube,Campaign_20,29,user_1864,Kids Shake,19-05-2025,5,93.32
Twitter,Campaign_10,2,user_4960,Omega-3,27-03-2025,5,83.25
YouTube,Campaign_5,61,user_4760,Multivitamin,14-06-2025,3,350.5
YouTube,Campaign_17,97,user_1108,Kids Shake,12-06-2025,5,460.21
Twitter,Campaign_11,32,user_556,Protein Powder,02-06-2025,3,422.97
Twitter,Campaign_5,8,user_242,Omega-3,05-04-2025,4,165.61
Instagram,Campaign_9,57,user_1245,Multivitamin,22-06-2025,2,108.68
Instagram,Campaign_20,57,user_2187,Multivitamin,17-02-2025,2,130.84
Instagram,Campaign_1,47,user_2944,Protein Powder,24-01-2025,4,84.36
Instagram,Campaign_20,76,user_3841,Omega-3,02-06-2025,4,255.89
Twitter,Campaign_5,11,user_1342,Multivitamin,23-05-2025,1,216.12
YouTube,Campaign_1,12,user_2211,Kids Shake,24-05-2025,2,383.73
YouTube,Campaign_3,51,user_1451,Kids Shake,12-02-2025,4,350.17
Twitter,Campaign_15,67,user_2022,Kids Shake,07-04-2025,1,311.81
Instagram,Campaign_13,76,user_2564,Kids Shake,13-02-2025,5,305.03
Twitter,Campaign_17,45,user_316,Protein Powder,26-03-2025,4,416.96
Instagram,Campaign_2,99,user_2013,Kids Shake,09-07-2025,5,205.95
Twitter,Campaign_2,23,user_1556,Omega-3,29-03-2025,4,444.51
Twitter,Campaign_10,22,user_3780,Multivitamin,02-04-2025,3,314.3
Twitter,Campaign_2,2,user_4236,Multivitamin,23-03-2025,4,63.41
Instagram,Campaign_17,94,user_928,Multivitamin,20-02-2025,5,84.95
Twitter,Campaign_14,37,user_2650,Kids Shake,13-07-2025,2,237.77
Instagram,Campaign_7,34,user_3725,Protein Powder,16-05-2025,3,352.02
Twitter,Campaign_6,37,user_1013,Protein Powder,20-06-2025,4,324.35
Twitter,Campaign_3,56,user_4292,Kids Shake,11-03-2025,5,475.88
Twitter,Campaign_13,8,user_4509,Kids Shake,08-07-2025,2,457.88
Twitter,Campaign_19,70,user_1230,Multivitamin,12-06-2025,2,389.2
Twitter,Campaign_2,70,user_3438,Omega-3,01-05-2025,4,158.61
YouTube,Campaign_6,73,user_964,Multivitamin,29-05-2025,1,318.83
YouTube,Campaign_9,20,user_101,Kids Shake,14-03-2025,4,280.88
YouTube,Campaign_1,72,user_4981,Kids Shake,20-05-2025,2,302.65
Instagram,Campaign_16,65,user_3718,Kids Shake,28-03-2025,1,308.58
Twitter,Campaign_1,23,user_2005,Omega-3,11-02-2025,5,413.66
Instagram,Campaign_7,31,user_401,Multivitamin,12-06-2025,1,333.57
Instagram,Campaign_2,50,user_1191,Protein Powder,30-01-2025,5,422.25
YouTube,Campaign_10,74,user_2713,Protein Powder,07-07-2025,1,220.14
Twitter,Campaign_6,1,user_1322,Omega-3,13-02-2025,5,294.7
YouTube,Campaign_18,4,user_1454,Kids Shake,21-02-2025,3,467.11
YouTube,Campaign_3,93,user_2452,Omega-3,16-04-2025,4,413.73
YouTube,Campaign_14,39,user_4510,Protein Powder,06-05-2025,4,84.58
Instagram,Campaign_9,58,user_2697,Kids Shake,07-03-2025,2,354
Instagram,Campaign_20,49,user_477,Protein Powder,23-02-2025,5,493.85
Twitter,Campaign_16,33,user_4955,Omega-3,01-04-2025,5,426.94
YouTube,Campaign_9,61,user_4305,Omega-3,16-06-2025,5,290.06
YouTube,Campaign_17,73,user_4078,Kids Shake,03-06-2025,5,131.71
Instagram,Campaign_10,76,user_1586,Protein Powder,19-06-2025,1,243.15
Twitter,Campaign_4,68,user_1699,Kids Shake,05-04-2025,1,180.22
Instagram,Campaign_18,31,user_1740,Protein Powder,06-02-2025,2,351.21
Twitter,Campaign_9,79,user_556,Omega-3,04-05-2025,5,284
Instagram,Campaign_1,60,user_933,Omega-3,23-04-2025,4,367.71
Instagram,Campaign_20,60,user_239,Multivitamin,31-05-2025,3,420.24
Instagram,Campaign_16,96,user_3888,Protein Powder,04-02-2025,2,251.12
YouTube,Campaign_15,74,user_4399,Omega-3,23-03-2025,4,465.34
Instagram,Campaign_2,26,user_4269,Omega-3,25-02-2025,3,286.49
YouTube,Campaign_1,55,user_1707,Omega-3,20-04-2025,1,485.41
YouTube,Campaign_9,24,user_256,Omega-3,14-04-2025,5,424.35
Twitter,Campaign_19,33,user_4962,Kids Shake,02-06-2025,5,76.09
YouTube,Campaign_10,17,user_2577,Protein Powder,11-05-2025,4,61.66
YouTube,Campaign_8,4,user_3045,Kids Shake,03-05-2025,2,272.05
Instagram,Campaign_6,10,user_920,Omega-3,10-07-2025,2,458.41
Instagram,Campaign_15,42,user_4146,Protein Powder,18-03-2025,5,93.96
Instagram,Campaign_11,62,user_3961,Omega-3,27-04-2025,2,389.35
YouTube,Campaign_4,81,user_4229,Multivitamin,28-05-2025,1,240.5
Twitter,Campaign_17,67,user_949,Protein Powder,01-05-2025,1,349.79
Twitter,Campaign_20,33,user_714,Omega-3,22-03-2025,1,69.49
Twitter,Campaign_10,67,user_185,Omega-3,06-02-2025,2,174.02
YouTube,Campaign_7,54,user_2348,Omega-3,05-03-2025,3,390.94
Instagram,Campaign_4,66,user_2234,Multivitamin,09-06-2025,3,74.94
Twitter,Campaign_20,79,user_4585,Protein Powder,28-05-2025,5,188.15
Instagram,Campaign_11,28,user_2221,Multivitamin,08-05-2025,5,137.52
Twitter,Campaign_3,89,user_2551,Omega-3,03-03-2025,4,44.35
YouTube,Campaign_1,24,user_3857,Protein Powder,22-06-2025,4,45.82
Twitter,Campaign_14,6,user_3211,Multivitamin,17-02-2025,5,322.15
Instagram,Campaign_15,86,user_2914,Omega-3,25-04-2025,2,362.19
Instagram,Campaign_18,87,user_644,Kids Shake,24-02-2025,2,64.6
Twitter,Campaign_15,89,user_797,Kids Shake,01-05-2025,4,245.86
Instagram,Campaign_8,96,user_1178,Omega-3,17-04-2025,4,108.01
Instagram,Campaign_11,28,user_2661,Kids Shake,17-03-2025,1,51.38
Twitter,Campaign_4,90,user_2880,Kids Shake,23-03-2025,2,155.48
YouTube,Campaign_12,43,user_4952,Multivitamin,11-03-2025,1,214.73
YouTube,Campaign_4,54,user_2670,Protein Powder,03-05-2025,5,241.27
YouTube,Campaign_19,81,user_3387,Multivitamin,11-02-2025,2,283.02
Twitter,Campaign_16,36,user_3145,Protein Powder,23-04-2025,2,410.68
Twitter,Campaign_19,18,user_3532,Kids Shake,24-02-2025,3,281.37
YouTube,Campaign_8,4,user_1418,Protein Powder,23-02-2025,4,74.87
Twitter,Campaign_20,63,user_3793,Omega-3,27-02-2025,1,414.57
YouTube,Campaign_6,74,user_2524,Kids Shake,02-07-2025,5,72.2
YouTube,Campaign_20,54,user_3105,Omega-3,15-03-2025,1,63.46
Twitter,Campaign_5,36,user_4758,Protein Powder,12-06-2025,2,237.43
Instagram,Campaign_10,35,user_3195,Kids Shake,30-05-2025,2,347.13
Instagram,Campaign_11,26,user_2456,Omega-3,30-03-2025,3,495.34
Twitter,Campaign_19,67,user_67,Kids Shake,17-06-2025,3,49.96
YouTube,Campaign_18,27,user_436,Protein Powder,26-02-2025,3,72.66
Instagram,Campaign_10,59,user_256,Multivitamin,31-03-2025,5,209.25
Instagram,Campaign_11,100,user_3136,Kids Shake,13-04-2025,4,281.66
YouTube,Campaign_6,72,user_3891,Multivitamin,01-06-2025,5,204.61
YouTube,Campaign_12,51,user_3418,Multivitamin,07-05-2025,2,84.45
YouTube,Campaign_3,44,user_129,Multivitamin,17-03-2025,4,487.99
Twitter,Campaign_5,63,user_694,Multivitamin,05-02-2025,4,432.87
Instagram,Campaign_20,92,user_3488,Multivitamin,25-03-2025,5,223.58
Twitter,Campaign_15,2,user_3152,Omega-3,23-05-2025,2,223.89
YouTube,Campaign_1,61,user_4735,Kids Shake,20-05-2025,5,149.24
Instagram,Campaign_18,58,user_4722,Omega-3,11-07-2025,1,292.71
YouTube,Campaign_12,53,user_928,Kids Shake,24-01-2025,1,88.2
YouTube,Campaign_17,52,user_2290,Kids Shake,09-03-2025,1,271.21
Twitter,Campaign_20,3,user_725,Multivitamin,21-03-2025,1,348.36
Twitter,Campaign_18,14,user_4749,Omega-3,13-02-2025,1,453.72
YouTube,Campaign_18,27,user_89,Kids Shake,25-03-2025,5,454.91
Twitter,Campaign_19,38,user_2716,Kids Shake,20-04-2025,3,158.82
YouTube,Campaign_2,81,user_4896,Omega-3,25-02-2025,3,49.48
Twitter,Campaign_16,37,user_4737,Multivitamin,23-02-2025,1,335.03
YouTube,Campaign_10,29,user_224,Omega-3,17-03-2025,1,80.87
YouTube,Campaign_3,73,user_2277,Omega-3,16-06-2025,5,154.87
Twitter,Campaign_9,67,user_117,Protein Powder,15-02-2025,2,456.86
Twitter,Campaign_5,2,user_3659,Omega-3,05-06-2025,3,395.61
Twitter,Campaign_8,36,user_3973,Multivitamin,06-03-2025,1,184.57
YouTube,Campaign_3,46,user_1189,Multivitamin,15-03-2025,4,389.78
YouTube,Campaign_8,21,user_3606,Multivitamin,27-05-2025,5,372.49
YouTube,Campaign_12,52,user_446,Omega-3,20-06-2025,1,100.45
YouTube,Campaign_13,75,user_3902,Omega-3,20-03-2025,5,132.16
Instagram,Campaign_13,15,user_3888,Omega-3,12-06-2025,5,437.73
Instagram,Campaign_1,28,user_2366,Kids Shake,13-04-2025,3,481.65
Twitter,Campaign_2,22,user_798,Omega-3,31-03-2025,5,460.66
Instagram,Campaign_9,49,user_2745,Omega-3,12-05-2025,1,142.57
Twitter,Campaign_19,70,user_3205,Kids Shake,28-01-2025,2,372.47
Twitter,Campaign_19,2,user_1597,Omega-3,27-01-2025,2,170.37
YouTube,Campaign_1,29,user_70,Protein Powder,16-07-2025,4,66.9
Instagram,Campaign_4,28,user_3654,Omega-3,24-05-2025,3,140.91
YouTube,Campaign_2,52,user_195,Protein Powder,05-07-2025,5,335.17
Instagram,Campaign_7,100,user_4911,Protein Powder,19-06-2025,1,431.09
Instagram,Campaign_5,94,user_3080,Multivitamin,21-06-2025,2,141.6
YouTube,Campaign_15,20,user_621,Kids Shake,10-05-2025,4,352.27
YouTube,Campaign_11,39,user_2109,Multivitamin,01-07-2025,3,393.01
Twitter,Campaign_13,63,user_3184,Omega-3,04-07-2025,3,478.69
Twitter,Campaign_9,77,user_1458,Kids Shake,02-07-2025,4,490.12
Instagram,Campaign_7,49,user_5000,Kids Shake,04-06-2025,4,72.05
Instagram,Campaign_18,35,user_3533,Multivitamin,12-02-2025,1,458.05
YouTube,Campaign_9,4,user_847,Protein Powder,01-07-2025,1,294.25
YouTube,Campaign_9,20,user_3653,Protein Powder,14-03-2025,2,333.38
YouTube,Campaign_1,12,user_310,Kids Shake,12-05-2025,2,356.03
Twitter,Campaign_13,90,user_4708,Protein Powder,10-03-2025,4,249.51
Instagram,Campaign_13,87,user_575,Multivitamin,19-07-2025,4,477.99
Instagram,Campaign_16,59,user_993,Omega-3,25-04-2025,3,212.3
YouTube,Campaign_3,27,user_2993,Omega-3,29-06-2025,4,385.02
Instagram,Campaign_10,82,user_1664,Multivitamin,28-02-2025,1,484.41
YouTube,Campaign_7,71,user_2449,Kids Shake,22-06-2025,3,253.52
Instagram,Campaign_15,87,user_1553,Multivitamin,10-07-2025,2,32.18
YouTube,Campaign_19,75,user_1954,Kids Shake,11-04-2025,1,400.51
Instagram,Campaign_10,35,user_4094,Kids Shake,15-07-2025,1,182.86
Instagram,Campaign_11,57,user_351,Kids Shake,19-06-2025,2,407.41
YouTube,Campaign_17,21,user_3755,Multivitamin,21-02-2025,2,463.91
YouTube,Campaign_2,97,user_1160,Kids Shake,02-02-2025,1,246.19
Twitter,Campaign_20,6,user_376,Multivitamin,21-01-2025,2,26.9
Instagram,Campaign_2,92,user_2518,Protein Powder,25-03-2025,5,101.93
Twitter,Campaign_19,6,user_524,Protein Powder,20-06-2025,4,305.59
Twitter,Campaign_20,56,user_1807,Protein Powder,29-05-2025,4,181.92
Twitter,Campaign_13,48,user_2657,Protein Powder,25-01-2025,5,282.02
YouTube,Campaign_11,29,user_1747,Protein Powder,18-02-2025,2,181.04
Twitter,Campaign_4,89,user_2244,Multivitamin,04-04-2025,2,354.22
YouTube,Campaign_18,51,user_1352,Kids Shake,18-05-2025,5,39.54
Instagram,Campaign_4,40,user_3082,Multivitamin,15-07-2025,4,58.75
Instagram,Campaign_1,10,user_1470,Protein Powder,03-02-2025,5,445.72
YouTube,Campaign_14,43,user_3900,Multivitamin,28-05-2025,2,327.12
Twitter,Campaign_17,37,user_3690,Kids Shake,19-05-2025,2,313.06
Instagram,Campaign_2,66,user_4885,Multivitamin,14-03-2025,5,476.14
Instagram,Campaign_10,92,user_2850,Kids Shake,18-07-2025,5,133.11
Instagram,Campaign_4,62,user_4344,Protein Powder,11-02-2025,3,434.11
Instagram,Campaign_18,66,user_4158,Multivitamin,23-03-2025,2,152.68
Twitter,Campaign_7,32,user_924,Multivitamin,25-01-2025,4,258.81
Twitter,Campaign_6,79,user_354,Protein Powder,04-02-2025,3,156.83
Twitter,Campaign_14,14,user_2060,Omega-3,12-02-2025,4,40.79
Instagram,Campaign_2,92,user_4403,Multivitamin,09-06-2025,1,252.83
Instagram,Campaign_4,35,user_581,Multivitamin,28-03-2025,5,298.29
Instagram,Campaign_14,82,user_1629,Omega-3,22-05-2025,1,176.54
YouTube,Campaign_4,46,user_1943,Kids Shake,29-05-2025,4,447.86
Twitter,Campaign_3,32,user_3859,Kids Shake,06-07-2025,4,89.57
YouTube,Campaign_20,24,user_3728,Multivitamin,11-04-2025,3,85.47
Twitter,Campaign_7,80,user_2938,Omega-3,29-05-2025,3,81.06
YouTube,Campaign_19,12,user_489,Omega-3,15-06-2025,1,428.79
YouTube,Campaign_15,71,user_3427,Multivitamin,23-04-2025,2,445.48
YouTube,Campaign_20,69,user_1285,Multivitamin,22-02-2025,5,430.4
Instagram,Campaign_3,82,user_3373,Kids Shake,25-05-2025,5,247.27
Twitter,Campaign_15,8,user_2287,Protein Powder,01-04-2025,2,138.96
Instagram,Campaign_14,31,user_4747,Multivitamin,18-02-2025,2,458.6
Twitter,Campaign_1,45,user_3423,Protein Powder,09-07-2025,4,372.07
Twitter,Campaign_17,37,user_276,Kids Shake,06-03-2025,4,250.05
Instagram,Campaign_4,87,user_3707,Kids Shake,19-05-2025,1,288.07
YouTube,Campaign_1,51,user_3332,Multivitamin,16-06-2025,3,161.98
Twitter,Campaign_3,6,user_131,Kids Shake,29-01-2025,3,97.67
Twitter,Campaign_15,68,user_4673,Protein Powder,25-03-2025,4,390.48
Instagram,Campaign_13,100,user_1516,Omega-3,09-02-2025,4,357.87
Instagram,Campaign_1,88,user_580,Kids Shake,24-01-2025,3,274.84
Twitter,Campaign_10,33,user_3489,Omega-3,22-01-2025,5,280.37
Twitter,Campaign_7,2,user_664,Omega-3,05-07-2025,5,473.75
Twitter,Campaign_12,45,user_423,Protein Powder,12-04-2025,3,243.37
Twitter,Campaign_2,63,user_2995,Omega-3,05-06-2025,5,358.34
Instagram,Campaign_18,40,user_1678,Multivitamin,25-04-2025,2,279.02
Instagram,Campaign_16,82,user_4753,Multivitamin,23-05-2025,3,189.3
Instagram,Campaign_9,28,user_4126,Kids Shake,10-05-2025,1,50.42
Twitter,Campaign_12,23,user_3707,Kids Shake,13-03-2025,5,418.19
Instagram,Campaign_16,42,user_4358,Omega-3,26-03-2025,5,196.71
Instagram,Campaign_3,57,user_1543,Kids Shake,27-06-2025,1,207.53
Instagram,Campaign_6,88,user_2363,Protein Powder,22-06-2025,2,152.45
Twitter,Campaign_5,67,user_4066,Multivitamin,28-05-2025,5,477.01
Instagram,Campaign_1,47,user_2402,Kids Shake,26-01-2025,5,467.23
Twitter,Campaign_16,3,user_2841,Kids Shake,28-03-2025,1,159.93
YouTube,Campaign_3,55,user_181,Multivitamin,08-03-2025,3,217.61
YouTube,Campaign_11,72,user_2674,Kids Shake,18-02-2025,5,424.12
YouTube,Campaign_15,78,user_3752,Omega-3,24-02-2025,2,451.18
YouTube,Campaign_10,27,user_1407,Omega-3,22-05-2025,4,198.51
YouTube,Campaign_10,78,user_388,Multivitamin,20-04-2025,3,238.84
YouTube,Campaign_6,43,user_1318,Omega-3,03-06-2025,2,422.88
YouTube,Campaign_5,46,user_1321,Multivitamin,20-06-2025,1,497.01
Instagram,Campaign_19,13,user_1037,Kids Shake,14-05-2025,3,108.56
Instagram,Campaign_18,31,user_285,Omega-3,22-04-2025,2,199
Twitter,Campaign_18,90,user_1332,Omega-3,18-06-2025,1,214.19
YouTube,Campaign_16,21,user_1191,Kids Shake,29-04-2025,2,22.06
Instagram,Campaign_18,59,user_4157,Omega-3,04-02-2025,3,247.48
Instagram,Campaign_10,58,user_4700,Multivitamin,25-02-2025,4,182.57
YouTube,Campaign_4,12,user_3924,Protein Powder,14-06-2025,5,76.1
Twitter,Campaign_1,33,user_3291,Multivitamin,27-03-2025,3,64.39
Instagram,Campaign_2,9,user_4982,Multivitamin,20-02-2025,5,126.63
Instagram,Campaign_9,57,user_1604,Protein Powder,28-06-2025,5,427.74
YouTube,Campaign_3,20,user_4193,Kids Shake,31-05-2025,4,172.52
Instagram,Campaign_20,58,user_4191,Protein Powder,30-01-2025,3,210.83
Twitter,Campaign_14,90,user_3029,Kids Shake,15-04-2025,1,156.63
Twitter,Campaign_12,7,user_2524,Kids Shake,26-02-2025,1,123.53
Twitter,Campaign_15,64,user_3405,Kids Shake,07-05-2025,2,406.72
Instagram,Campaign_14,59,user_3394,Multivitamin,19-02-2025,5,61.32
Instagram,Campaign_7,9,user_2485,Kids Shake,07-03-2025,3,51.74
YouTube,Campaign_19,78,user_3079,Protein Powder,18-07-2025,4,326.63
Instagram,Campaign_9,13,user_3396,Multivitamin,27-02-2025,4,360.92
Instagram,Campaign_5,25,user_1633,Multivitamin,13-04-2025,3,285.86
Twitter,Campaign_2,41,user_2474,Omega-3,15-03-2025,5,375.13
Instagram,Campaign_8,100,user_220,Protein Powder,10-06-2025,3,164.08
Instagram,Campaign_16,66,user_1018,Omega-3,04-04-2025,2,256.11
YouTube,Campaign_8,54,user_234,Protein Powder,10-05-2025,4,497.28
Instagram,Campaign_3,58,user_4907,Omega-3,21-02-2025,4,291.48
YouTube,Campaign_9,52,user_3900,Protein Powder,15-04-2025,5,371.82
Twitter,Campaign_1,45,user_2127,Multivitamin,21-02-2025,1,90.15
Twitter,Campaign_15,41,user_1110,Omega-3,08-06-2025,1,150.88
Twitter,Campaign_14,19,user_2917,Protein Powder,06-05-2025,3,274.21
Twitter,Campaign_3,64,user_4210,Multivitamin,09-02-2025,2,387.05
Instagram,Campaign_20,84,user_1370,Omega-3,30-04-2025,3,150.3
YouTube,Campaign_12,24,user_786,Omega-3,13-06-2025,1,85.74
YouTube,Campaign_10,46,user_3056,Kids Shake,05-04-2025,3,462.04
Instagram,Campaign_6,16,user_840,Multivitamin,10-06-2025,5,126.13
Instagram,Campaign_7,65,user_4577,Protein Powder,04-04-2025,4,459.69
Twitter,Campaign_4,98,user_1076,Protein Powder,19-03-2025,3,169.56
YouTube,Campaign_12,81,user_1139,Kids Shake,17-02-2025,5,386.52
Instagram,Campaign_11,25,user_1411,Omega-3,12-07-2025,1,126.73
YouTube,Campaign_5,29,user_1857,Omega-3,17-06-2025,2,82.5
YouTube,Campaign_3,21,user_3481,Protein Powder,30-06-2025,1,391.85
Instagram,Campaign_14,59,user_349,Multivitamin,22-06-2025,1,400.67
Instagram,Campaign_17,84,user_4860,Protein Powder,21-03-2025,1,456.09
Instagram,Campaign_2,59,user_543,Omega-3,30-01-2025,1,382.18
Instagram,Campaign_4,57,user_4930,Multivitamin,19-02-2025,2,108.7
YouTube,Campaign_12,93,user_240,Protein Powder,12-06-2025,3,475.42
Instagram,Campaign_12,84,user_2886,Multivitamin,13-03-2025,5,136.07
YouTube,Campaign_19,74,user_560,Protein Powder,21-02-2025,1,273.84
Instagram,Campaign_7,34,user_2309,Multivitamin,04-03-2025,1,487.32
Twitter,Campaign_4,6,user_1754,Kids Shake,17-04-2025,5,108.86
Instagram,Campaign_4,26,user_1482,Omega-3,13-04-2025,4,122.85
YouTube,Campaign_8,20,user_3339,Protein Powder,30-04-2025,1,243.63
YouTube,Campaign_17,44,user_1114,Kids Shake,18-04-2025,3,287.42
YouTube,Campaign_2,74,user_674,Omega-3,15-03-2025,1,204.69
Twitter,Campaign_15,11,user_4919,Omega-3,25-01-2025,4,128.42
Twitter,Campaign_14,11,user_2381,Kids Shake,01-06-2025,1,449.48
YouTube,Campaign_16,73,user_3011,Multivitamin,16-07-2025,4,342.61
YouTube,Campaign_13,17,user_3589,Protein Powder,19-06-2025,2,209.51
YouTube,Campaign_19,93,user_834,Multivitamin,03-07-2025,3,488.1
Instagram,Campaign_11,10,user_1641,Kids Shake,18-06-2025,2,422.29
Instagram,Campaign_16,9,user_2282,Omega-3,05-02-2025,4,190.93
Twitter,Campaign_20,32,user_3314,Kids Shake,11-03-2025,3,90.74
YouTube,Campaign_15,29,user_886,Protein Powder,16-05-2025,4,258.69
YouTube,Campaign_5,74,user_244,Protein Powder,06-07-2025,1,259.1
Instagram,Campaign_1,88,user_1468,Kids Shake,15-02-2025,3,93.31
Instagram,Campaign_20,92,user_790,Protein Powder,31-01-2025,5,388.43
YouTube,Campaign_15,73,user_1655,Omega-3,31-01-2025,4,255.32
Twitter,Campaign_9,32,user_4444,Omega-3,03-03-2025,5,28.48
Twitter,Campaign_2,68,user_3526,Protein Powder,12-04-2025,4,170.99
Instagram,Campaign_13,86,user_3626,Kids Shake,10-07-2025,1,104.9
YouTube,Campaign_10,27,user_1345,Kids Shake,31-03-2025,2,169.98
Twitter,Campaign_13,5,user_3994,Protein Powder,24-02-2025,4,336.84
Twitter,Campaign_18,6,user_4688,Kids Shake,20-03-2025,5,430.09
Instagram,Campaign_17,87,user_457,Kids Shake,13-05-2025,4,303.7
Twitter,Campaign_13,11,user_2890,Omega-3,28-04-2025,1,33.51
Twitter,Campaign_2,79,user_1051,Omega-3,21-04-2025,5,32.91
YouTube,Campaign_11,44,user_3118,Protein Powder,01-04-2025,3,496.13
Twitter,Campaign_14,11,user_2878,Protein Powder,31-01-2025,2,138.85
Twitter,Campaign_10,89,user_4855,Protein Powder,24-01-2025,1,437.09
Twitter,Campaign_4,85,user_2766,Multivitamin,14-07-2025,5,176.54
YouTube,Campaign_15,69,user_3461,Kids Shake,12-05-2025,1,354.06
Instagram,Campaign_19,40,user_183,Omega-3,14-04-2025,5,207.34
YouTube,Campaign_19,4,user_801,Kids Shake,24-06-2025,2,181.26
Twitter,Campaign_17,5,user_2782,Multivitamin,12-02-2025,3,194.4
Instagram,Campaign_14,96,user_1653,Kids Shake,07-02-2025,1,423.38
Instagram,Campaign_18,13,user_1754,Omega-3,13-05-2025,1,162.71
YouTube,Campaign_19,73,user_3294,Multivitamin,10-02-2025,1,364.5
Twitter,Campaign_19,7,user_777,Omega-3,11-05-2025,1,291.89
Twitter,Campaign_17,33,user_3894,Kids Shake,27-05-2025,3,401.91
Twitter,Campaign_10,63,user_4135,Omega-3,31-03-2025,5,170.41
Instagram,Campaign_14,66,user_3296,Omega-3,10-02-2025,5,237.55
Instagram,Campaign_18,13,user_1480,Protein Powder,09-02-2025,5,434.1
YouTube,Campaign_19,27,user_4090,Multivitamin,31-01-2025,4,148.61
Instagram,Campaign_18,35,user_3554,Protein Powder,08-03-2025,2,194.85
Instagram,Campaign_5,96,user_1970,Multivitamin,25-01-2025,3,425.18
Instagram,Campaign_14,26,user_2611,Protein Powder,07-02-2025,2,426.06
Instagram,Campaign_9,86,user_2352,Multivitamin,15-05-2025,5,133.34
Instagram,Campaign_8,35,user_931,Multivitamin,31-05-2025,1,137.88
YouTube,Campaign_10,75,user_3803,Kids Shake,26-02-2025,4,222.57
Twitter,Campaign_2,33,user_1655,Multivitamin,11-05-2025,2,33.99
YouTube,Campaign_9,27,user_4512,Multivitamin,05-02-2025,1,482.62
